Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
1.10097E+18,"#howIMetyourmother
Well I just Finish it , 
Good show you can see each episode separately . Don’t see it for the end . because is stupid and Barney rule . And Ted annoying .",????? ?,anell0,Thu Feb 28 04:23:44 +0000 2019,0,0,English,Tweetbot for i?S,Tweet,,0,1,0
1.1011E+18,"Cobie Smulders appreciation post ?

#cobiesmulders #himym #howimetyourmother #beauty https://t.co/5fEknONadv",Robin Scherbatsky ??,ohmyrob2,Thu Feb 28 12:33:05 +0000 2019,8,1,English,Twitter for Android,Tweet,Photo,0,4,0
1.1011E+18,Just relaxing and watching the classic with ?? #HowIMetYourMother.,FapBot,itsfapbot,Thu Feb 28 12:48:27 +0000 2019,0,0,English,fapcavebot,Tweet,,0,1,0
1.10111E+18,@LanaWWE #Friends or #HowIMetYourMother.... sad that.,MuseLuver86,MuseLuver86,Thu Feb 28 13:36:22 +0000 2019,0,0,English,Twitter for iPad,Reply,,0,2,1
1.10112E+18,"Yeah..
The Second Civil War &amp;
World War 3 is gonna be the 
Oddest ""How I met your Mother""
Story Ever!

#TrumpFail #TrumpColluded #TrumpRussia #TrumpCrimeFamily
#HowiMetYourMother #SecondCivilWar #ThirdWorldWar  #SmallvilleThemeSong",Lazlo,pookieNdem,Thu Feb 28 13:59:40 +0000 2019,0,1,English,Twitter for Android,Tweet,,0,8,0
1.10112E+18,"Yeah..
The Second Civil War &amp;
World War 3 is gonna be the 
Oddest ""How I met your Mother""
Story Ever!

#TrumpFail #TrumpColluded #TrumpRussia #TrumpCrimeFamily
#HowiMetYourMother #SecondCivilWar #ThirdWorldWar  #SmallvilleThemeSong",Russ M,russ30327,Thu Feb 28 14:00:03 +0000 2019,0,0,English,$tup!dTwitB0t$,Retweet,,0,8,0
1.10113E+18,"Cobie Smulders appreciation post ?

#cobiesmulders #himym #howimetyourmother #beauty https://t.co/5fEknONadv","Hey, Beautiful! A HIMYM Podcast",heybeautifulpod,Thu Feb 28 14:53:31 +0000 2019,0,0,English,Twitter Web Client,Retweet,Photo,0,4,0
1.10118E+18,#HowIMetYourMother is fun and all that until Marshall’s dad died ????,len,lencbr,Thu Feb 28 17:54:05 +0000 2019,0,0,English,Twitter for iPhone,Tweet,,0,1,0
1.1012E+18,"Yeh, I am alive. And yeh, this is my ideal Thursday night . #howimetyourmother https://t.co/CaZg96EtOh",Banulogy,BanuBarzan,Thu Feb 28 19:02:57 +0000 2019,8,0,English,Twitter for Android,Tweet,Photo,0,1,0
1.1012E+18,I am so Ted! His love life and the way he acts over girls he just met...so me #HowIMetYourMother,GHOST,mikeonthemic31,Thu Feb 28 19:07:24 +0000 2019,1,0,English,Twitter for iPhone,Tweet,,0,1,0
